	Kingdom:Phylum:Class:Order:Family:Genus:Species
SV_2119	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter:NA
SV_2120	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_2121	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_2122	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Dielma:NA
SV_2123	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2124	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2125	Bacteria:Firmicutes:Clostridia:Peptococcales:Peptococcaceae:NA:NA
SV_2126	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2127	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:NA:NA
SV_2128	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_2129	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2130	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Marvinbryantia:NA
SV_2131	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Adlercreutzia:NA
SV_2132	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2133	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2134	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:jensenii
SV_2135	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas:NA
SV_2136	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Comamonadaceae:NA:NA
SV_2137	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2138	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella:NA
SV_2139	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lacticaseibacillus:NA
SV_2140	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2141	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:NA:NA
SV_2142	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2143	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_2144	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_2145	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-008:NA
SV_2146	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium:NA
SV_2147	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2148	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:ignava
SV_2149	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2150	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2151	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:Candidatus Saccharimonas:NA
SV_2152	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hydrogenoanaerobacterium:NA:NA
SV_2153	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Catenibacillus:NA
SV_2154	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2155	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Catabacter:NA
SV_2156	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:NA:NA
SV_2157	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2158	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Pygmaiobacter:NA
SV_2159	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2160	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_2161	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerofilum:NA
SV_2162	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_2163	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Turicibacter:sanguinis
SV_2164	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Helcococcus:NA
SV_2165	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_2166	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2167	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:NA:NA
SV_2168	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Ezakiella:NA
SV_2169	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] xylanophilum group:NA
SV_2170	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_2171	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Phocea:NA
SV_2172	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_2173	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_2174	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2175	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Holdemania:NA
SV_2176	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus:NA
SV_2177	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2178	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_2179	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2180	Bacteria:Desulfobacterota:Desulfovibrionia:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:NA
SV_2181	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2182	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2183	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Paludibacteraceae:F0058:NA
SV_2184	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Alloscardovia:NA
SV_2185	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2186	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2187	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2188	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2189	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Coprococcus:NA
SV_2190	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2191	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2192	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_2193	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_2194	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2195	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Erysipelotrichaceae UCG-006:NA
SV_2196	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Peptoanaerobacter:NA
SV_2197	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:NA
SV_2198	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas:NA
SV_2199	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_2200	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella:NA
SV_2201	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_2202	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_2203	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:F0332:NA
SV_2204	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:NA
SV_2205	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:NA
SV_2206	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:NA
SV_2207	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Peptoanaerobacter:NA
SV_2208	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_2209	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hydrogenoanaerobacterium:NA:NA
SV_2210	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_2211	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2212	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2213	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:UCG-009:NA
SV_2214	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_2215	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Arcanobacterium:NA
SV_2216	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2217	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides:NA
SV_2218	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_2219	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Enterobacteriaceae:NA:NA
SV_2220	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:[Eubacterium] siraeum group:NA
SV_2221	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:NA
SV_2222	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoclostridium:NA
SV_2223	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2224	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2225	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:F0332:NA
SV_2226	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Solobacterium:NA
SV_2227	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2228	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter:NA
SV_2229	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_2230	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_2231	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus:NA
SV_2232	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_2233	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_2234	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2235	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_2236	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus:NA
SV_2237	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809:NA
SV_2238	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2239	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2240	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2241	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia:NA
SV_2242	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2243	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_2244	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_2245	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809:NA
SV_2246	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2247	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2248	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Dielma:NA
SV_2249	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_2250	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerotruncus:NA
SV_2251	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_2252	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_2253	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_2254	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2255	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2256	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_2257	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_2258	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:Candidatus Saccharimonas:NA
SV_2259	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_2260	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter:NA
SV_2261	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Oscillibacter:NA
SV_2262	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_2263	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2264	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_2265	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:NA
SV_2266	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Eikenella:NA
SV_2267	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:[Eubacterium] yurii group:NA
SV_2268	Bacteria:Bacteroidota:Bacteroidia:Sphingobacteriales:Lentimicrobiaceae:Lentimicrobium:NA
SV_2269	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2270	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Solobacterium:NA
SV_2271	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:NA
SV_2272	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas:NA
SV_2273	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Faucicola:mancuniensis
SV_2274	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2275	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:NA
SV_2276	Bacteria:Firmicutes:Negativicutes:Acidaminococcales:Acidaminococcaceae:Phascolarctobacterium:NA
SV_2277	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_2278	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_2279	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Weissella:koreensis
SV_2280	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:NA
SV_2281	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:NA
SV_2282	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Olsenella:NA
SV_2283	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Pseudoglutamicibacter:NA
SV_2284	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Butyrivibrio:NA
SV_2285	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_2286	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Butyrivibrio:NA
SV_2287	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_2288	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoanaerobaculum:NA
SV_2289	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_2290	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_2291	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2292	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus:NA
SV_2293	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Ruminococcus] torques group:NA
SV_2294	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2295	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2296	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-004:NA
SV_2297	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Clostridium] methylpentosum group:NA:NA
SV_2298	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:UCG-009:NA
SV_2299	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_2300	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2301	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2302	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae ND3007 group:NA
SV_2303	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_2304	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2305	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_2306	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelatoclostridiaceae:Candidatus Stoquefichus:NA
SV_2307	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas:NA
SV_2308	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Candidatus Soleaferrea:NA
SV_2309	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_2310	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:pectinovorum
SV_2311	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenellaceae RC9 gut group:NA
SV_2312	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter:NA
SV_2313	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Dorea:NA
SV_2314	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_2315	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_2316	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Alysiella:NA
SV_2317	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Helicobacteraceae:Wolinella:NA
SV_2318	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2319	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2320	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Dorea:NA
SV_2321	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:NA
SV_2322	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2323	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:Candidatus Saccharimonas:NA
SV_2324	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:Candidatus Saccharimonas:NA
SV_2325	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2326	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2327	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_2328	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2329	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2330	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_2331	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Coprococcus:NA
SV_2332	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:NA
SV_2333	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_2334	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_2335	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_2336	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2337	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Candidatus Soleaferrea:NA
SV_2338	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Catenibacillus:NA
SV_2339	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Dielma:fastidiosa
SV_2340	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_2341	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Solobacterium:NA
SV_2342	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnotalea:NA
SV_2343	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_2344	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_2345	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:UCG-009:NA
SV_2346	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Tyzzerella:NA
SV_2347	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Odoribacter:NA
SV_2348	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_2349	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_2350	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2351	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Abiotrophia:NA
