pathway	DNA_1	DNA_2	S_101	S_102	S_103	S_104	S_105	S_106	S_107	S_107a	S_108	S_109	S_110	S_111	S_112	S_113	S_114	S_115	S_116	S_117	S_118	S_119	S_120	S_121	S_122	S_123	S_124	S_125	S_126	S_127	S_128	S_129	S_130	S_131	S_132	S_133	S_134	S_135	S_136	S_137	S_138	S_139	S_140	S_141	S_142	S_143	S_144	S_145	S_146	S_147	S_148	S_149	S_150	S_151	S_152	S_153	S_154	S_155	S_156	S_157	S_158	S_159	S_160	S_161	S_162	S_163	S_164	S_165	S_166	S_167	S_168	S_169	S_170	S_171	S_172	S_173	S_174	S_175	S_176	S_177	S_178	S_179	S_180	S_181	S_182	S_183	S_184	H_450	H_451	H_452	H_453	H_454	H_455	H_456	H_457	H_458	H_459	H_459a	H_460	H_461	H_462	H_463	H_464	H_465	H_466	H_467	H_468	H_469	H_470	H_471	H_472	H_473	H_474	H_475	H_476	H_477	H_478	H_479	PCR_1	PCR_2	Spike_1_1	Spike_1_2	Spike_2_1	Spike_2_2
PWY-5840	1577.9016070909922	3099.6054677255042	26729.699973079492	21909.514530927798	4755.040578110094	12057.22430290881	9337.103098796795	47338.241856514134	56651.48166235666	2540.480748115434	33410.65269588064	5234.979390113452	87665.65355511452	8015.94503787704	15719.799804831799	43851.57608565756	16525.527870578488	13172.464234114457	5421.5528843058855	20415.77020402052	42023.74841351846	8564.276594788185	10723.79965936007	11378.93019811981	3935.834695773887	3672.4176746990743	11013.634468983853	9912.749650263997	15750.189362033292	8482.326995278498	12206.163022868986	35387.37044482476	23959.711952547194	12455.589982497442	22184.83652531281	8882.555176247954	80868.2441594217	1203.347136071344	5672.493046984938	4285.511674434862	3230.2863368474996	30085.762462842446	4342.6447837926835	18839.67786285918	12826.099458698065	3437.1823352522324	12777.491450386844	18929.19461297652	16091.860879142954	6862.776286463359	3161.8517777574857	10225.435854498044	8637.742830881492	5474.652165031676	3371.6911714244916	23640.874921726772	7190.56414789942	20159.96493002933	9849.406527171934	8835.597082362146	5198.357283327238	11105.053688006721	8660.520215666531	9748.158409919502	15102.4718314418	7361.634255442216	2928.9996641232515	5911.332208970259	22622.964644717125	17893.946945403255	13432.412351444167	3938.730125296691	6610.093558461883	27132.30819463482	3890.6963269049847	3274.216863456677	15958.258417629708	14584.09775221524	9053.745519437718	5799.905098400043	14052.667295697353	3814.2284573448524	30543.168746089475	1383.587014574181	14076.259337806016	5281.083574531817	13896.68439545598	31781.030416836827	30743.43840461669	11921.829106253175	29673.832078216845	15881.310091622563	21815.358411492656	48697.568765076634	16325.603543838355	3390.5905484336945	28313.801489407684	13066.309244863733	16039.453806583517	3205.7829621829983	4927.326475926082	1591.9544567256416	17890.84243549276	4645.812695853097	7637.535107815026	1710.9937229468615	4343.3382168983835	16099.192283314916	8665.684912241677	11800.785785778295	3086.904474231701	13679.433856126345	3427.945537270231	11738.651227174689	5893.361524873729	15442.909456081226	10760.237620157053	7450.342413746399	3459.8841681479694	4235.3222043195965	77180.59098305048	33706.84663624945	131252.16869410346	114776.59207751401
PWY-5845	295.28801891580673	2836.1156476577694	7332.405699981901	7127.4443752949455	1049.933159340663	1111.8999983669964	9337.103098796795	47338.241856514134	22909.82604591728	1368.3943477771745	29191.143905434037	759.852559801082	39984.97660448078	936.3058360348033	820.8510613834311	3875.9781506684967	3913.721724489097	1529.7195367449694	4515.7155123156035	12255.948506418756	42023.74841351846	5127.721696189216	3853.1012514720037	512.5587350882698	930.700138985058	3672.4176746990743	266.17983318374087	3507.439199394339	4182.8785401786445	71.45018487323131	1100.0322972663569	4757.622842799063	6958.064611882698	6599.932947934547	8717.571721391001	7453.829337282251	8660.867457839113	879.1727152743357	4383.167028212487	1930.5115681545603	2186.0714689541724	10382.547170357246	3773.216763633566	2537.2541753410383	5538.826221599001	275.1755358464795	1900.385511057821	13159.782116181188	16091.860879142954	3114.5473435180725	1071.9960140730066	631.8640857430582	279.489312655642	305.9073144765601	160.97023662397487	4738.065392267168	764.7748028905163	3503.736063030872	1758.417736165477	8832.072409120039	2823.7083361447094	1156.498501900677	8236.402392304562	4650.351816894748	4263.994196676648	5816.097929374881	2364.5365644869703	3307.8930436162555	1868.0753632906544	5831.1074909987965	1281.701843070879	1298.0501541031601	2257.9621323530273	7235.656182956077	2179.840672211821	1609.1457874505013	13783.740875219568	8933.579608112574	1599.6884857070893	2249.054800389559	611.2336450291843	3225.8380852059045	1106.823719839709	546.3588174363815	6970.188985670315	117.66179470259554	5002.238792743584	3878.2950617657	3020.158585660282	10131.785958372411	9699.398117002444	7928.697457803093	17265.62474385799	1313.8418296508244	706.0040895104385	123.71622822876932	3409.914683272624	8897.82152841991	16039.453806583517	93.46560614784813	1894.2435994665375	173.04583126700143	1101.5675370435988	1023.5513581394425	389.48836208848587	0.0	254.02518872893395	1625.2624774332926	4498.033082784985	1310.1328258621966	1260.4985922321262	1909.6729737638411	2342.6189294260403	5837.184504643462	4165.031967673314	12992.152411570707	3688.845355466246	905.9349244980209	1647.528373120332	4034.389281961442	77180.59098305048	33706.84663624945	1335.3958357759648	7604.372818662942
PWY-5850	295.28801891580673	2836.1156476577694	7332.405699981901	7127.4443752949455	1049.933159340663	1111.8999983669964	9337.103098796795	47338.241856514134	22909.82604591728	1368.3943477771745	29191.143905434037	759.852559801082	39984.97660448078	936.3058360348033	820.8510613834311	3875.9781506684967	3913.721724489097	1529.7195367449694	4515.7155123156035	12255.948506418756	42023.74841351846	5127.721696189216	3853.1012514720037	512.5587350882698	930.700138985058	3672.4176746990743	266.17983318374087	3507.439199394339	4182.8785401786445	71.45018487323131	1100.0322972663569	4757.622842799063	6958.064611882698	6599.932947934547	8717.571721391001	7453.829337282251	8660.867457839113	879.1727152743357	4383.167028212487	1930.5115681545603	2186.0714689541724	10382.547170357246	3773.216763633566	2537.2541753410383	5538.826221599001	275.1755358464795	1900.385511057821	13159.782116181188	16091.860879142954	3114.5473435180725	1071.9960140730066	631.8640857430582	279.489312655642	305.9073144765601	160.97023662397487	4738.065392267168	764.7748028905163	3503.736063030872	1758.417736165477	8832.072409120039	2823.7083361447094	1156.498501900677	8236.402392304562	4650.351816894748	4263.994196676648	5816.097929374881	2364.5365644869703	3307.8930436162555	1868.0753632906544	5831.1074909987965	1281.701843070879	1298.0501541031601	2257.9621323530273	7235.656182956077	2179.840672211821	1609.1457874505013	13783.740875219568	8933.579608112574	1599.6884857070893	2249.054800389559	611.2336450291843	3225.8380852059045	1106.823719839709	546.3588174363815	6970.188985670315	117.66179470259554	5002.238792743584	3878.2950617657	3020.158585660282	10131.785958372411	9699.398117002444	7928.697457803093	17265.62474385799	1313.8418296508244	706.0040895104385	123.71622822876932	3409.914683272624	8897.82152841991	16039.453806583517	93.46560614784813	1894.2435994665375	173.04583126700143	1101.5675370435988	1023.5513581394425	389.48836208848587	0.0	254.02518872893395	1625.2624774332926	4498.033082784985	1310.1328258621966	1260.4985922321262	1909.6729737638411	2342.6189294260403	5837.184504643462	4165.031967673314	12992.152411570707	3688.845355466246	905.9349244980209	1647.528373120332	4034.389281961442	77180.59098305048	33706.84663624945	1335.3958357759648	7604.372818662942
PWY-5855	494.94166960940476	2192.8941040621903	12027.07333918359	16159.792576643042	1450.1775253112025	7310.249711281924	7782.13176302155	28551.930745354715	12090.550785783624	853.9704086170414	8274.328764698803	1082.7161093694094	61507.519203333446	2860.349647061851	1029.8570644389226	22857.84804127222	6906.147135867636	2424.768986953119	3829.921620966736	8253.831412405078	41387.07953055298	5180.12794346987	2712.7305312346944	1106.6230240562322	1585.1446391813547	4004.786209684377	1170.8254405122564	3446.8499166070974	3042.874225986979	1033.1341224888283	7859.446006165951	25277.32114100431	24525.612651945565	5762.691420423629	6479.206318956002	4627.8173374611115	1407.49022631896	466.4858968787007	3878.2357997413114	2251.348864628202	1175.892108682635	28227.04343691285	3365.360071705691	1628.5733591363926	4215.327221144821	612.5329167369409	3967.6889909901197	7196.981573391783	12084.228359430386	1874.7762692504011	341.0333507075508	366.25727154751513	2167.3977042010492	1125.7616644701293	393.84034310926626	10822.150983193025	1161.6084403464777	16143.325000848756	6113.079718822576	7423.380820395769	2327.456368470898	1417.793070596471	7178.206181755959	1460.9672456184733	9240.906329871097	3605.699585465047	1530.7238674375114	1547.3344728638313	12979.428710096787	5596.155570846434	4123.59420207866	1412.4203371953245	2387.707088543591	5127.552848055809	1417.1462395187432	958.3881934758535	9247.383160072564	6273.107069658119	1309.8787930161534	2234.067958290444	2999.471847080316	2364.829622744824	29411.137428316844	318.4224322412414	5659.684496365562	1940.722667774796	11437.867611445103	12619.288030889367	16723.623586149006	8864.398730956771	9846.500036736312	5261.367123323995	14661.07929645221	2159.6849237769884	1893.3209819090775	1689.384521244749	9385.651443539715	7078.46937566495	14535.59780633685	279.2403141472689	2536.8729054808105	306.9680032216998	5297.484993596398	1274.0849314852078	1263.4475758186497	468.50816267617125	934.6181718521331	15357.614528368376	6553.4336911862865	3047.0525463902823	1486.7315848661503	4763.94257180328	1526.8974160172395	4936.5474684750225	2056.7063428054375	10617.343232576794	3977.3817213776047	4983.624973909539	1401.3626139376884	3905.4265197119043	85010.75343219873	36895.943848523035	1642.9364534663657	1760.4668412151873
PWY-5856	494.94166960940476	2192.8941040621903	12027.07333918359	16159.792576643042	1450.1775253112025	7310.249711281924	7782.13176302155	28551.930745354715	12090.550785783624	853.9704086170414	8274.328764698803	1082.7161093694094	61507.519203333446	2860.349647061851	1029.8570644389226	22857.84804127222	6906.147135867636	2424.768986953119	3829.921620966736	8253.831412405078	41387.07953055298	5180.12794346987	2712.7305312346944	1106.6230240562322	1585.1446391813547	4004.786209684377	1170.8254405122564	3446.8499166070974	3042.874225986979	1033.1341224888283	7859.446006165951	25277.32114100431	24525.612651945565	5762.691420423629	6479.206318956002	4627.8173374611115	1407.49022631896	466.4858968787007	3878.2357997413114	2251.348864628202	1175.892108682635	28227.04343691285	3365.360071705691	1628.5733591363926	4215.327221144821	612.5329167369409	3967.6889909901197	7196.981573391783	12084.228359430386	1874.7762692504011	341.0333507075508	366.25727154751513	2167.3977042010492	1125.7616644701293	393.84034310926626	10822.150983193025	1161.6084403464777	16143.325000848756	6113.079718822576	7423.380820395769	2327.456368470898	1417.793070596471	7178.206181755959	1460.9672456184733	9240.906329871097	3605.699585465047	1530.7238674375114	1547.3344728638313	12979.428710096787	5596.155570846434	4123.59420207866	1412.4203371953245	2387.707088543591	5127.552848055809	1417.1462395187432	958.3881934758535	9247.383160072564	6273.107069658119	1309.8787930161534	2234.067958290444	2999.471847080316	2364.829622744824	29411.137428316844	318.4224322412414	5659.684496365562	1940.722667774796	11437.867611445103	12619.288030889367	16723.623586149006	8864.398730956771	9846.500036736312	5261.367123323995	14661.07929645221	2159.6849237769884	1893.3209819090775	1689.384521244749	9385.651443539715	7078.46937566495	14535.59780633685	279.2403141472689	2536.8729054808105	306.9680032216998	5297.484993596398	1274.0849314852078	1263.4475758186497	468.50816267617125	934.6181718521331	15357.614528368376	6553.4336911862865	3047.0525463902823	1486.7315848661503	4763.94257180328	1526.8974160172395	4936.5474684750225	2056.7063428054375	10617.343232576794	3977.3817213776047	4983.624973909539	1401.3626139376884	3905.4265197119043	85010.75343219873	36895.943848523035	1642.9364534663657	1760.4668412151873
PWY-5857	494.94166960940476	2192.8941040621903	12027.07333918359	16159.792576643042	1450.1775253112025	7310.249711281924	7782.13176302155	28551.930745354715	12090.550785783624	853.9704086170414	8274.328764698803	1082.7161093694094	61507.519203333446	2860.349647061851	1029.8570644389226	22857.84804127222	6906.147135867636	2424.768986953119	3829.921620966736	8253.831412405078	41387.07953055298	5180.12794346987	2712.7305312346944	1106.6230240562322	1585.1446391813547	4004.786209684377	1170.8254405122564	3446.8499166070974	3042.874225986979	1033.1341224888283	7859.446006165951	25277.32114100431	24525.612651945565	5762.691420423629	6479.206318956002	4627.8173374611115	1407.49022631896	466.4858968787007	3878.2357997413114	2251.348864628202	1175.892108682635	28227.04343691285	3365.360071705691	1628.5733591363926	4215.327221144821	612.5329167369409	3967.6889909901197	7196.981573391783	12084.228359430386	1874.7762692504011	341.0333507075508	366.25727154751513	2167.3977042010492	1125.7616644701293	393.84034310926626	10822.150983193025	1161.6084403464777	16143.325000848756	6113.079718822576	7423.380820395769	2327.456368470898	1417.793070596471	7178.206181755959	1460.9672456184733	9240.906329871097	3605.699585465047	1530.7238674375114	1547.3344728638313	12979.428710096787	5596.155570846434	4123.59420207866	1412.4203371953245	2387.707088543591	5127.552848055809	1417.1462395187432	958.3881934758535	9247.383160072564	6273.107069658119	1309.8787930161534	2234.067958290444	2999.471847080316	2364.829622744824	29411.137428316844	318.4224322412414	5659.684496365562	1940.722667774796	11437.867611445103	12619.288030889367	16723.623586149006	8864.398730956771	9846.500036736312	5261.367123323995	14661.07929645221	2159.6849237769884	1893.3209819090775	1689.384521244749	9385.651443539715	7078.46937566495	14535.59780633685	279.2403141472689	2536.8729054808105	306.9680032216998	5297.484993596398	1274.0849314852078	1263.4475758186497	468.50816267617125	934.6181718521331	15357.614528368376	6553.4336911862865	3047.0525463902823	1486.7315848661503	4763.94257180328	1526.8974160172395	4936.5474684750225	2056.7063428054375	10617.343232576794	3977.3817213776047	4983.624973909539	1401.3626139376884	3905.4265197119043	85010.75343219873	36895.943848523035	1642.9364534663657	1760.4668412151873
PWY-5860	213.9056929366918	2599.177930205642	5435.141571796236	5365.700222194225	784.7801295699956	766.056291418346	9705.212367805929	45957.743323051305	17603.96463516795	1145.8867624845186	26944.35279782555	537.3559241931207	31057.33433685292	650.4913841575656	554.2539552789941	2647.8755996905365	2892.2668812700035	1071.1389496010402	4464.02636751883	9870.218122981392	42595.26086318708	4218.893058648055	3098.827690282909	345.98306557890373	683.8462048186494	3426.949380721026	179.1913426707996	2715.194191831928	3059.276727365657	47.772506733102986	754.8688870136548	3342.322154270178	5094.77517829454	6037.482423371061	7127.546686918189	7346.312073682277	5965.867725407291	848.2314936575649	4047.250371605555	1506.9296618135231	1949.067932763855	7747.681368666897	3610.7231469630633	1767.366379833046	5434.337541935941	192.83899371871516	1349.7480112842138	11412.272704272598	18072.73702099384	2510.7950264963897	801.4737305274613	430.7600119088667	189.67395555724636	208.16531933302898	109.09726845737791	3418.265075885046	530.0098385224939	2483.800394155139	1249.9949448618759	8863.607830757028	2339.31567769972	796.6807021221848	7885.960501745486	4515.326564974804	3251.5720062093956	5432.596043037446	2284.953011891514	2823.1730103642935	1281.8584705719022	5009.2631656646145	886.9234223697442	991.8604843940259	1785.0921962132452	5310.61932227635	1887.7204300669468	1340.382253605611	13294.96314985955	7901.222291829898	1146.7223275776485	1797.2917985271154	414.46539276712093	3028.359051928182	747.134036550833	430.23506854723297	6282.938134376575	79.03970336968199	3851.315082371811	2683.4524437242367	2114.858215496229	9889.059713081462	8305.897733205895	6906.27038082951	17286.759444221854	883.4227372796615	477.5066209815615	84.08386411309401	2403.1332297801564	8047.35669166556	16710.59192525088	63.12586972553158	1450.9446951134432	119.96195982127543	748.4644321968755	776.4695942819441	265.7894520421904	0.0	173.42064672611252	1125.768934727767	3636.8346370203	930.2702958511396	1026.4443424401102	1340.1577658280219	2212.2020604591753	4706.681631743807	3856.823135000521	12969.586813334028	2834.092460776051	626.2601458115387	1352.2918640360094	3866.840023266265	78734.76078017004	33842.64158865628	893.3048191024516	5184.109971968102
PWY-5861	1779.4960350253345	2869.812799782035	27892.7554974289	23943.326065536854	7259.598368325642	13016.162886120104	10541.676004304323	49131.57799553161	56714.99975267758	2661.5162833122713	31796.686502442746	5915.277503098426	87374.94589648052	8186.442319483137	13635.224776242854	39984.94520713531	18909.87570627806	16473.23560106852	5795.744695420363	19927.26707008272	43434.583305070344	8401.646545762487	13557.373943545144	9259.229952842352	4358.434115065741	3666.531602501148	12227.53592002928	10615.15572304495	15608.680448150672	6622.019872297082	12033.314179563315	44287.25502854233	27064.664003959173	18493.523104530064	29303.586243108613	9300.360540336076	57593.48470454989	1322.5605972812193	6413.900251853656	4243.628292606267	3325.384713810759	37343.56570692091	4982.317553184078	17326.916147292228	58413.31859280743	7102.798580324797	14752.84002668173	18125.77727921858	20511.133430115755	7161.523602545528	2978.139818602	9991.672005214428	12296.909854530295	5604.144762728891	3304.0919343885203	25233.545330128334	6905.924408700842	21734.484553439506	10732.991696708312	9772.68375310924	5488.942557272615	10404.007968353893	8908.727361669073	29318.527729756985	24351.300278773626	7555.433814429771	3118.7802539899053	5780.841407343662	23376.282231623496	62734.738477362764	14430.288453089623	4310.840509328372	8432.8546382649	26724.16931384608	4345.550295228782	3604.8671214031556	16764.38862416397	15531.070380736288	9513.070024546261	6935.208236095893	15048.948964020026	3709.8943902798183	38119.47077386728	1438.0234941363176	22566.02083309378	5262.0883443690245	18542.31002071986	29976.813453465584	56173.55477943623	14672.331966113987	84037.54391624089	21497.555974228944	63953.0383174706	47283.32721096567	15778.234767755564	4461.794523332217	33746.90386711039	13784.443468424912	18970.595644028286	3631.570637751495	4987.568830997301	1554.282062288433	16682.735469316423	7759.710163193093	9366.664761016309	1719.3221476984334	4638.383236571563	18237.355891005474	9942.19849508417	19964.325362203443	3783.4184323284035	14036.514867086702	4245.603203138785	11658.731478595595	6026.089286518817	17449.495776120348	11610.391405413902	6904.592197561701	3817.58291069922	4090.8639896585237	79235.80225365894	34105.37602910178	22680.919366525886	13680.66116441919
PWY-5862	213.9056929366918	2599.177930205642	5435.141571796236	5365.700222194225	784.7801295699956	766.056291418346	9705.212367805929	45957.743323051305	17603.96463516795	1145.8867624845186	26944.35279782555	537.3559241931207	31057.33433685292	650.4913841575656	554.2539552789941	2647.8755996905365	2892.2668812700035	1071.1389496010402	4464.02636751883	9870.218122981392	42595.26086318708	4218.893058648055	3098.827690282909	345.98306557890373	683.8462048186494	3426.949380721026	179.1913426707996	2715.194191831928	3059.276727365657	47.772506733102986	754.8688870136548	3342.322154270178	5094.77517829454	6037.482423371061	7127.546686918189	7346.312073682277	5965.867725407291	848.2314936575649	4047.250371605555	1506.9296618135231	1949.067932763855	7747.681368666897	3610.7231469630633	1767.366379833046	5434.337541935941	192.83899371871516	1349.7480112842138	11412.272704272598	18072.73702099384	2510.7950264963897	801.4737305274613	430.7600119088667	189.67395555724636	208.16531933302898	109.09726845737791	3418.265075885046	530.0098385224939	2483.800394155139	1249.9949448618759	8863.607830757028	2339.31567769972	796.6807021221848	7885.960501745486	4515.326564974804	3251.5720062093956	5432.596043037446	2284.953011891514	2823.1730103642935	1281.8584705719022	5009.2631656646145	886.9234223697442	991.8604843940259	1785.0921962132452	5310.61932227635	1887.7204300669468	1340.382253605611	13294.96314985955	7901.222291829898	1146.7223275776485	1797.2917985271154	414.46539276712093	3028.359051928182	747.134036550833	430.23506854723297	6282.938134376575	79.03970336968199	3851.315082371811	2683.4524437242367	2114.858215496229	9889.059713081462	8305.897733205895	6906.27038082951	17286.759444221854	883.4227372796615	477.5066209815615	84.08386411309401	2403.1332297801564	8047.35669166556	16710.59192525088	63.12586972553158	1450.9446951134432	119.96195982127543	748.4644321968755	776.4695942819441	265.7894520421904	0.0	173.42064672611252	1125.768934727767	3636.8346370203	930.2702958511396	1026.4443424401102	1340.1577658280219	2212.2020604591753	4706.681631743807	3856.823135000521	12969.586813334028	2834.092460776051	626.2601458115387	1352.2918640360094	3866.840023266265	78734.76078017004	33842.64158865628	893.3048191024516	5184.109971968102
PWY-5863	1577.621720099892	2702.194355292079	25369.9058223731	22415.29069298961	7200.8203662940205	12047.888119520101	10066.720663821134	41984.63524597673	48270.03100583371	2823.6871963856315	26019.459820848184	5413.034550761866	81125.8532811122	7053.546093493805	9731.23448409642	33753.069783799176	17128.339710666554	14667.026730012141	4926.125534143274	15777.576276979818	40031.30395089438	7415.123175671533	12174.712943773198	7945.716850343196	4071.902932845781	3769.7598058628523	11295.742016966873	10353.502071181116	14356.528943865098	8269.497954747994	10815.857374792977	38304.28672132549	25182.70248713496	17683.225340858637	25900.129177948955	7868.910578016543	58075.287012431116	1231.2477816403652	5808.963785511807	3824.3062603975654	3125.9431236620344	32302.014538554136	4733.720731680272	17126.71179626405	50113.35105717874	6777.1165059799105	13240.711799893403	16025.52703847258	15988.940817656692	6037.970083197824	2649.8541154353256	9028.933246164937	9069.927781842163	5078.082498258102	2858.725750093204	19797.182285393486	6459.529406769199	20177.3373937419	10030.666069718915	9424.80132589383	5151.428879990082	8853.430158092244	8325.085983576486	26811.70939154648	21827.26632828429	6498.853526401277	3011.0409590137083	5763.288958660594	19996.614671742824	49413.726040937996	12435.796762784616	3954.9327499023334	7538.55079080956	23686.184727024825	4110.669535121393	3137.391136836111	15176.834326819395	13008.633293249859	8866.697356878207	6973.679370469481	14380.126839234837	3281.5383109020127	35334.574261376445	1400.286746034398	19492.69937319125	4618.246098255863	17098.16337082268	26378.46635348986	45060.23042998549	13371.404641066661	72049.87931288927	20216.001399963232	47740.60208035422	43641.85616041936	14854.688075046759	2783.663841948508	27672.834414842768	12300.42942273977	18057.37003307458	3554.0719278348874	4773.333703980481	1466.278656822485	14879.07226722708	7285.178747772327	9068.739748362867	1542.663566435548	4193.879312485456	15712.328056483499	10190.223805053933	19197.466494806744	3609.9719604047523	13161.878812647454	4312.031095842091	9311.431162821485	4874.991574332168	16016.068065533047	10258.362138577137	5921.4245960319395	3572.5452568114456	4065.9183089513594	80354.17569596015	34383.750540260706	131612.05822862175	114776.2776383272
PWY-5896	295.28801891580673	2836.1156476577694	7332.405699981901	7127.4443752949455	1049.933159340663	1111.8999983669964	9337.103098796795	47338.241856514134	22909.82604591728	1368.3943477771745	29191.143905434037	759.852559801082	39984.97660448078	936.3058360348033	820.8510613834311	3875.9781506684967	3913.721724489097	1529.7195367449694	4515.7155123156035	12255.948506418756	42023.74841351846	5127.721696189216	3853.1012514720037	512.5587350882698	930.700138985058	3672.4176746990743	266.17983318374087	3507.439199394339	4182.8785401786445	71.45018487323131	1100.0322972663569	4757.622842799063	6958.064611882698	6599.932947934547	8717.571721391001	7453.829337282251	8660.867457839113	879.1727152743357	4383.167028212487	1930.5115681545603	2186.0714689541724	10382.547170357246	3773.216763633566	2537.2541753410383	5538.826221599001	275.1755358464795	1900.385511057821	13159.782116181188	16091.860879142954	3114.5473435180725	1071.9960140730066	631.8640857430582	279.489312655642	305.9073144765601	160.97023662397487	4738.065392267168	764.7748028905163	3503.736063030872	1758.417736165477	8832.072409120039	2823.7083361447094	1156.498501900677	8236.402392304562	4650.351816894748	4263.994196676648	5816.097929374881	2364.5365644869703	3307.8930436162555	1868.0753632906544	5831.1074909987965	1281.701843070879	1298.0501541031601	2257.9621323530273	7235.656182956077	2179.840672211821	1609.1457874505013	13783.740875219568	8933.579608112574	1599.6884857070893	2249.054800389559	611.2336450291843	3225.8380852059045	1106.823719839709	546.3588174363815	6970.188985670315	117.66179470259554	5002.238792743584	3878.2950617657	3020.158585660282	10131.785958372411	9699.398117002444	7928.697457803093	17265.62474385799	1313.8418296508244	706.0040895104385	123.71622822876932	3409.914683272624	8897.82152841991	16039.453806583517	93.46560614784813	1894.2435994665375	173.04583126700143	1101.5675370435988	1023.5513581394425	389.48836208848587	0.0	254.02518872893395	1625.2624774332926	4498.033082784985	1310.1328258621966	1260.4985922321262	1909.6729737638411	2342.6189294260403	5837.184504643462	4165.031967673314	12992.152411570707	3688.845355466246	905.9349244980209	1647.528373120332	4034.389281961442	77180.59098305048	33706.84663624945	1335.3958357759648	7604.372818662942
PWY-5897	1547.1831786197229	3022.8340715902414	26728.74097363766	22938.8989863865	4982.280365897181	12533.385213069107	9897.950949300637	48742.26413941549	56224.0111927423	2553.994006779349	32582.403428343456	5302.656225239785	88749.38708846467	7956.406262550107	15063.191425380037	43203.60919440414	16579.3793614167	13825.500873848963	5341.765196769935	20522.98702954811	42723.27572919099	8487.398477795445	10608.967892654435	11001.889112542938	3960.9995316704444	3828.6768619035347	11043.517695864926	9880.742743831164	15695.412181746735	8429.102362075433	12135.456891498645	38058.7935226567	26552.786021360433	12550.565232285911	22421.25693690282	8775.753511630835	78052.60757287174	1181.2175832657172	5944.620858816535	4286.962477397629	3178.4271653195656	35201.15541974978	4646.078027102603	18657.36186424219	13047.99247949864	3486.653041970669	12873.572159607133	18681.315289928072	17088.92623595853	6748.171819089289	3114.2117753680877	10073.552058373001	8409.227604612703	5418.877636290039	3311.8577442150545	23277.491187838845	7070.375086781016	20696.35289174283	10249.779674466437	9439.449947903437	5258.216859803323	10833.78877438591	8955.556312364362	10217.960972379748	16918.201282283306	7312.035400044335	2905.192585046559	5762.11047346942	22543.145267630825	18618.97326558069	13338.122014613502	3966.726986795139	6659.785264342749	26745.455618790606	3906.826738686502	3251.4593665101843	16035.622162742648	14234.17238932	8968.501912247664	5875.144836652181	14053.588836530218	3724.022921026737	34616.5961031778	1369.7710133980813	14344.362052584149	5239.481852855685	15742.993320697144	31339.60295701569	34302.93687461647	12886.192555650367	29969.43326268219	16144.744912094644	31507.561558094276	48419.619981815296	16143.930756964402	3234.2046278737444	28010.078664027256	13024.432595426699	17413.782835488302	3180.242145323044	4946.305723941956	1553.2682193077508	17545.303660285776	4697.178364008557	7761.153758218544	1690.5202798110588	4303.120562725239	16764.339721931072	9455.493296527866	12025.288747966324	3098.9033843721218	13669.55055110636	3524.8126718445646	11363.615771884319	5716.318413992009	15766.282316950104	10672.691601836714	7315.378319855063	3480.9266668084806	4192.080348249385	77650.24212647563	34003.82143944672	131284.63368304443	114785.57665526679
PWY-5898	1547.1831786197229	3022.8340715902414	26728.74097363766	22938.8989863865	4982.280365897181	12533.385213069107	9897.950949300637	48742.26413941549	56224.0111927423	2553.994006779349	32582.403428343456	5302.656225239785	88749.38708846467	7956.406262550107	15063.191425380037	43203.60919440414	16579.3793614167	13825.500873848963	5341.765196769935	20522.98702954811	42723.27572919099	8487.398477795445	10608.967892654435	11001.889112542938	3960.9995316704444	3828.6768619035347	11043.517695864926	9880.742743831164	15695.412181746735	8429.102362075433	12135.456891498645	38058.7935226567	26552.786021360433	12550.565232285911	22421.25693690282	8775.753511630835	78052.60757287174	1181.2175832657172	5944.620858816535	4286.962477397629	3178.4271653195656	35201.15541974978	4646.078027102603	18657.36186424219	13047.99247949864	3486.653041970669	12873.572159607133	18681.315289928072	17088.92623595853	6748.171819089289	3114.2117753680877	10073.552058373001	8409.227604612703	5418.877636290039	3311.8577442150545	23277.491187838845	7070.375086781016	20696.35289174283	10249.779674466437	9439.449947903437	5258.216859803323	10833.78877438591	8955.556312364362	10217.960972379748	16918.201282283306	7312.035400044335	2905.192585046559	5762.11047346942	22543.145267630825	18618.97326558069	13338.122014613502	3966.726986795139	6659.785264342749	26745.455618790606	3906.826738686502	3251.4593665101843	16035.622162742648	14234.17238932	8968.501912247664	5875.144836652181	14053.588836530218	3724.022921026737	34616.5961031778	1369.7710133980813	14344.362052584149	5239.481852855685	15742.993320697144	31339.60295701569	34302.93687461647	12886.192555650367	29969.43326268219	16144.744912094644	31507.561558094276	48419.619981815296	16143.930756964402	3234.2046278737444	28010.078664027256	13024.432595426699	17413.782835488302	3180.242145323044	4946.305723941956	1553.2682193077508	17545.303660285776	4697.178364008557	7761.153758218544	1690.5202798110588	4303.120562725239	16764.339721931072	9455.493296527866	12025.288747966324	3098.9033843721218	13669.55055110636	3524.8126718445646	11363.615771884319	5716.318413992009	15766.282316950104	10672.691601836714	7315.378319855063	3480.9266668084806	4192.080348249385	77650.24212647563	34003.82143944672	131284.63368304443	114785.57665526679
