pathway	DNA_1	DNA_2	S_101	S_102	S_103	S_104	S_105	S_106	S_107	S_107a	S_108	S_109	S_110	S_111	S_112	S_113	S_114	S_115	S_116	S_117	S_118	S_119	S_120	S_121	S_122	S_123	S_124	S_125	S_126	S_127	S_128	S_129	S_130	S_131	S_132	S_133	S_134	S_135	S_136	S_137	S_138	S_139	S_140	S_141	S_142	S_143	S_144	S_145	S_146	S_147	S_148	S_149	S_150	S_151	S_152	S_153	S_154	S_155	S_156	S_157	S_158	S_159	S_160	S_161	S_162	S_163	S_164	S_165	S_166	S_167	S_168	S_169	S_170	S_171	S_172	S_173	S_174	S_175	S_176	S_177	S_178	S_179	S_180	S_181	S_182	S_183	S_184	H_450	H_451	H_452	H_453	H_454	H_455	H_456	H_457	H_458	H_459	H_459a	H_460	H_461	H_462	H_463	H_464	H_465	H_466	H_467	H_468	H_469	H_470	H_471	H_472	H_473	H_474	H_475	H_476	H_477	H_478	H_479	PCR_1	PCR_2	Spike_1_1	Spike_1_2	Spike_2_1	Spike_2_2
HCAMHPDEG-PWY	0.0	177.0872727272727	17.216216216216218	35.99999999999999	76.36363636363636	0.0	732.3704703750391	46.90909090909091	0.0	0.0	0.0	0.0	2496.7309090909093	0.0	0.0	191.26909090909092	2.4029919531821506	0.0	145.20770954084915	732.0	30724.859503331943	12.613138686131387	32.72727272727273	0.0	49.090909090909086	893.9193222782984	0.0	24.000000000000004	53.85851318944844	0.0	0.0	0.0	100.36363636363636	460.91841836007825	615.2727272727273	1992.0	0.0	0.0	277.3053233611966	7.2048003997748395	117.81818181818183	103.70387984103482	181.99744279946165	29.454545454545457	30.64864864864865	0.0	0.0	1461.0491508908972	8558.509089657575	126.54545454545455	0.0	0.0	0.0	0.0	0.0	6.167950138504156	0.0	0.0	3.066176935229068	448.93401015228426	13.153665159431156	0.0	445.98457063646185	0.0	6.9801547987616095	137.70006325743864	268.3636363636363	0.2549481775471901	0.0	0.0	0.0	0.0	0.0	4.3734927866362945	42.16438356164384	0.0	2965.760274155762	1136.7272727272727	0.0	0.0	0.0	537.6277379255159	0.0	0.0	276.5448392554992	0.0	0.0	122.18181818181819	7.636363636363637	344.38673541149217	545.4239412281006	389.45454545454544	30.545454545454547	46.90909090909091	0.0	0.0	0.0	186.54545454545456	2137.9169805931274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.68	0.0	0.0	19.926517571884986	0.0	245.95031306806706	0.0	10.914893617021278	440.7272727272728	0.0	0.0	177.8181818181818	299.53341657610747	6495.272727272728	2780.7272727272725	0.0	464.7272727272727
HEME-BIOSYNTHESIS-II	1122.517576126474	2016.4697073698117	20767.67631633223	11546.515950230842	4301.714677664959	9742.196352566629	9325.167647567918	6887.242054409163	44032.90150923696	3056.665927150368	12580.805503774955	4915.047473947985	67442.76063264116	7229.350217746974	13919.490078112469	48832.24591496979	11710.85135805471	11240.74943368012	3763.7312379496393	17927.249771839004	40548.15796904834	6701.593988604394	6462.7634903299295	27876.003240240647	3523.4224958106756	4873.634319690144	11020.87597720565	9521.952458786722	19301.44473237184	10184.360839842619	9176.68540737777	15158.749698113743	7391.736690356617	3066.0052668773474	16774.365763021982	6189.613585105838	113831.57169897405	977.8898285350143	4192.77368971476	4402.3018009046655	2688.337421754504	14977.860456547724	3633.944997886143	31112.93603503772	3734.4831840978804	2649.464165918013	11143.4694170025	20737.74914320862	13610.580528238213	6874.147037963607	3615.539574819207	12546.90949763196	6246.839108718089	5517.3243759604475	3473.1142900858094	18091.324092781622	8312.093700978476	8746.2903144329	7449.992564735027	7930.148126130335	4716.629637896492	13327.313503962907	7348.709713791028	6770.348433656999	6603.736894857019	6468.959843504632	1969.4573702683513	5951.495296130826	15075.32143566212	6530.4211608335345	18715.08036551524	3734.4304887395647	4314.580226261901	30643.66784967525	4214.9267034175555	2826.742850963917	10126.213036874087	10780.377571630726	9445.16273637227	5284.919257094646	15954.474769509246	2383.259582441798	5992.758226401812	1494.5761762624293	7431.862890690536	5536.208742705482	5102.889507234831	34472.865669180064	13107.389811617839	7250.962290096598	10108.71191136634	11727.622069546356	7166.486893256926	49864.16098210156	23510.62749107695	2299.225980350234	20896.396758952702	9872.939978606297	13655.468525380898	4336.687701236028	5000.379680230827	1676.7549010440514	22365.360080388113	3308.949423595816	8399.878994311308	2197.6661987821117	4991.74072204984	1105.3429845599078	4589.379467648092	13129.494137239764	1813.6861637185668	14359.30682676924	2714.514896203896	6001.816774857077	6780.945908076419	8700.011702908741	8879.89291399692	7535.566695813953	3211.506505740306	3621.937290577599	78085.54171068818	33022.23613926701	133517.87698814907	114889.64300714247
HEMESYN2-PWY	5307.376773650118	4295.14703259522	56252.15952232575	40505.73760451521	24658.820020424835	24716.25757887122	22648.080019353314	123131.8964814576	84066.81229762881	34293.53159489813	99576.65231081394	12383.313889937303	174971.53198113557	17236.75876701131	26478.94235500618	83370.03102371679	33555.31697086535	24403.294713602445	17597.029721718372	29964.815378755513	59155.77910666334	23799.176501057464	44668.059029572854	38579.548016614135	12246.509854838268	14069.34830651005	23639.22140667773	27882.56338662777	34812.4516783724	16160.438349006521	34673.55885133236	83833.3856437268	50559.289559430435	54356.49210307598	46458.152172664864	17102.544434128336	145693.90765119393	4027.2528260328313	12249.27770476951	13529.426408171295	11639.256187195388	64306.54251479862	10965.674944479928	49537.349632206955	73092.03135736205	16585.841681883365	40235.04095089542	35963.30763017509	28785.029064240178	34662.42975241211	6406.09126775564	23832.487073674296	31958.751760104697	12773.458078994552	9239.029239712141	41243.810489249176	16098.49619815913	46022.93600778502	22706.351908837816	23226.537911286054	12330.50045104777	28138.238282657792	15205.823721501227	47511.86542551297	40046.28880918505	17103.46084152778	7789.129788389982	12927.716616147625	58045.7737621119	65605.19139539113	40438.35100141338	10491.385782354286	21475.578194746933	62843.28585645701	14169.050824714242	8842.804910743012	34316.28677187073	49798.19066190827	18867.253797961755	32497.148455102815	36864.87552025899	10727.926466096002	74450.08560966063	7239.92282043886	34609.26317646719	12734.421574533033	41456.73784147729	70204.55199021535	97242.88721234711	26997.21907070424	114062.75270320925	42266.38102614935	99164.83625736104	65154.13196486979	63079.473102796605	17254.924780509802	66907.35290195001	33219.55721761636	37268.747130674514	32815.49549731992	14167.3096718456	5150.426074379175	47100.747520779674	22478.509380429845	25172.248280518677	5449.279609166401	12026.050131074706	37856.5160985701	37762.82700206776	56934.356644094165	9980.967474107458	30944.645467151564	13192.696736896056	38449.48103439383	55851.09341942846	34841.198819086516	26774.73853121969	24660.769685871943	11700.838246112067	6806.726950068214	99581.48412170657	42205.51918965005	138160.71994202488	117229.54885037812
HEXITOLDEGSUPER-PWY	2485.5264298099974	3139.3024653313714	24635.891838537304	16604.59276188991	5492.076607352562	8734.957085337168	15044.411312782126	21675.79976045405	41876.3390488178	5022.451420151155	35042.28736241133	4482.743941830643	71151.59623414835	8519.984167042427	13033.775814950715	37868.66568501773	17975.837319069604	8963.344398844514	11821.228643952458	17672.731389533623	62248.82279389812	10168.468964807704	19646.221133355906	9502.196481317442	4686.1020777612885	8541.480361567032	7958.228066162424	11927.060246151777	15504.395964479794	7630.599089910588	15683.213539816918	29006.091993675116	17096.171443236308	19638.19981445103	21004.06125917656	13490.823982028205	85075.25284643703	2160.9237038487777	5321.208056891891	5879.455713787739	5256.6122101328465	17881.56464058489	5401.719822731631	36997.01603951195	38225.05771076238	5259.731870433015	17647.749868108647	21319.374683260703	20775.888571662304	14314.501279493672	3071.9936411817616	10819.39082567779	29096.88580331343	7074.964927364287	3567.593229174215	26007.07039523128	8368.02490303662	19916.209425304733	9136.4243120861	14935.932532524866	5332.136736707757	14424.274480768785	10340.641732793345	10961.545341159599	14090.673824820526	10545.757217385672	4576.57194570805	8697.507417183151	29567.12602197186	29909.039352664706	14930.221465036513	3928.7160907907296	9272.669910639961	28712.781170652783	5385.087760114411	4683.623054957134	22678.788657673977	32683.051571580832	8462.403815410053	8914.361913518143	15146.141882012298	7573.61837817817	19835.82849909769	2701.7071589915295	14901.655918538201	5637.351728205214	15192.90481137491	31661.93465950174	22502.36263942897	12989.363028898733	67981.27864512733	17062.454675557892	11660.763034648046	31476.404305494034	23477.26419360798	18291.545635045786	44345.74245379217	19481.680533911695	23778.78322628316	6725.000527550783	6265.651441731252	2632.699491851693	21059.308934123703	8097.923846096076	7170.466936228703	2546.138379403812	5584.419664588117	19504.470364714776	7013.39039563443	16568.768852670524	3921.3323649225986	14135.626418490128	5806.21904685358	19199.874388522025	22519.185513771383	21696.93350671847	18341.110111218022	12581.898024945658	5252.301339836807	4641.6482427825285	36756.944709715506	19555.815024720225	17468.141476429522	10585.342458858031
HISDEG-PWY	639.7263365474599	990.1479905950089	4549.120437292919	3970.6976907914136	640.6125593644763	866.7009785915957	986.6496370251426	29970.748031481733	35906.585728232436	881.0168631695489	17758.74619053649	1900.9435631854792	19645.38948681962	3522.5077351731466	12204.432087593455	13926.10370439996	4737.181421305807	3091.7117686366987	760.694074351129	14169.71789695536	33339.396369148344	4451.864879378786	1540.1834982116206	1165.030997021202	878.43227659473	1229.497597243081	3949.7925764353586	2835.9940933669245	4154.248547563944	5656.675240261362	2892.019574521441	4202.873560581731	2791.5483590183067	1434.4746260761187	3902.9834140784787	3664.0108056631425	34700.62242590591	460.473033004246	933.8186755716249	1274.8565738580062	1306.498313425522	6528.587864459901	526.4703397355482	1176.7532609495952	1185.3526516289974	1009.654329874083	3544.0954902968274	6384.058627855804	10366.136723326566	2073.635456237937	1195.9330005759261	5195.425693631204	2082.1999647328516	2654.8927791966566	1504.453049821512	6746.473308257519	3083.3335202111434	3976.46013816004	2132.351035758884	2224.615689310893	1696.3274865640342	9059.360238681764	2281.3602166588903	2071.779114850771	1675.9435510527737	1866.415596494366	1183.414629182871	806.0788522367827	8694.503971311908	2461.7969670409466	3432.3873524037112	1026.5416256156407	1660.3973258585106	10433.78712205942	863.8083657378268	979.5710353866151	6847.886586558529	5051.515426393645	3884.9468334173944	2134.8586643921876	5678.840671998387	1132.7302006646419	1920.7974284183267	533.4912546641791	2859.798133767217	994.3115826463033	1645.2340890925477	11378.128820047052	3718.347105297434	2695.918159280532	3933.225221367535	4865.216469433828	4490.338564441265	15642.071597026537	5829.474729605633	264.0712632237466	5784.175543362596	2026.8818259735679	2962.352457870115	1336.6	1535.3114367668738	1081.0615989515072	5061.031288574622	594.3999066057083	1062.1409630146545	563.6050007139901	1608.153949418283	276.4955961011808	2356.2111736692	952.1362874711759	474.10081145584724	4125.0957666510085	1325.0447564115157	2646.0660129234125	1530.1223845795696	1064.625843768902	3154.5395484915102	1865.5762565786085	765.2008131911941	979.1565404764258	497.45956232159847	1332.0917364193365	128258.44915802902	113750.39313540755
HISTSYN-PWY	2169.240324687286	6918.212302344653	20528.60358610287	18333.382629401403	3148.067208206247	10093.321541298836	8967.867897496442	53121.747319055605	32625.026623741367	1745.9291827693175	22948.190381824963	3659.9625149183485	33987.216932437455	6330.939144460554	15808.328650449332	14300.86472583727	10763.672700529241	9523.05091031233	5143.010052183598	9525.98113503645	38463.61303329012	6795.173560220152	9417.282346379738	13449.025238587512	3278.909086408985	3842.9677045377543	7622.466317281062	6845.111088730529	14224.053252311376	2730.8613925697864	10324.315357523257	13288.539774688568	26987.62133383571	12072.873150067675	9297.859373780619	6436.609892260876	64225.753505104134	1666.1858325322733	4740.617484922968	3213.3140714340775	3699.102653329992	40290.63864163927	4252.42343585541	49840.22913015816	56719.488007102205	3172.1952779150497	6115.31383653758	12590.474705201947	13120.399118868405	4948.300375661144	2754.0692814522317	5735.943235486959	5583.95095099173	3643.094344715667	2841.4847000123373	18007.22827271417	3542.9457546063877	10118.465868350937	7443.894038897053	7629.973971276908	4593.135392646243	8521.180774163131	7429.92047516224	23354.53229033407	20833.83406129377	6355.61016914154	3567.35327734785	3534.300145138267	15617.420330378007	58253.11056283439	11990.475165797805	3131.382803723793	7341.61377346993	17040.343395762455	3132.211618489769	2464.287375082753	12899.463229879915	8594.6131074395	4303.410547722134	3821.9997823679514	10665.667305994182	3285.593829911919	30716.354977662417	971.3444473269591	6831.357879899873	4411.4633526443795	16018.016098095384	26950.11531615983	15672.03218242712	9352.900896956433	63712.88447784337	7051.343178732943	24654.944278187457	40276.80362381923	12014.714862401288	3178.7044466692864	17554.97473809798	9424.29484645533	16709.618924559458	1672.8331089889991	3386.4843245633947	2117.6217396727257	13846.92003209085	5423.665337059371	7517.155622909041	1098.176271801862	2747.359560410581	16783.41219545298	9097.06404166998	17663.06431200895	3584.0141731441317	11299.873832633031	2547.5379669362433	9386.927221191734	5596.503213739604	14090.903769303903	13063.910352070458	6847.799259623269	2661.3158744078983	7893.664167663667	75870.89359941817	34274.067791591646	4005.762391416592	4447.9560490136755
HOMOSER-METSYN-PWY	4939.831823881775	5775.221844077334	42414.43593486251	30009.03725313221	18960.547449060196	12696.063917659028	18637.303344325464	81291.54191276431	61574.40171018226	29287.72281685605	76884.9464600158	10200.148636967373	97794.13193536237	13196.396909523997	23454.851493186186	50066.32554654778	22277.797997064616	20454.08003897492	18204.38545333644	29841.665457755586	54434.76545072276	17019.08178120216	42325.07484563536	22961.69059515058	9382.82180106952	10555.95433975192	18471.91124068859	20990.601170557333	26916.095675095337	11129.814221135663	26680.25126061266	53099.01331384241	32962.30543255994	48080.05615690201	36405.772075196845	18223.900951934287	109224.81670084826	3770.401186102809	8614.425223659708	9832.20810850299	9845.977046062244	43046.02578983498	7307.743956893204	39326.20181541582	82981.01179033963	13490.128765301897	30542.309996147065	25825.40328290364	23276.881109266516	31349.326191281678	6198.690011736225	18454.390378641227	43038.44033008739	10417.66163095146	7467.284627122188	38618.0618663941	12080.586013947279	27892.33272314801	14343.132042952098	18858.63798019285	8866.208274088745	23970.49775700001	11734.960260134207	42275.82934729082	32410.187911345605	14944.297880703132	6653.162934861633	9625.701070377361	41113.5005777495	86226.92762645938	27026.494209696004	7540.9345050084385	18563.11753506963	43058.10224901164	11167.114239202032	7986.984516225578	26881.083921110774	47953.98996630332	14815.480277861361	26342.39136106329	29377.75826498527	10380.617664713674	52041.0864783934	6780.09364899426	27617.4330179763	8983.122877074877	35089.17685720017	52191.79440976049	73703.94393798005	19096.009293315376	114190.47605656779	30108.713766398192	81922.23517429193	55270.74524903149	50114.86608562279	31802.799864365505	69249.36099721219	30889.938541029496	31255.120140382183	28846.84841537208	9674.020956548953	4643.291339877394	33275.478803095015	19850.441255927886	19535.08976264492	4249.437905009602	9977.133489373899	36097.74753198168	30674.384160694764	46444.4813508745	8952.105519578625	22124.838326436366	11289.119895627191	35740.59046464809	52543.90825235774	30990.038481121686	28845.449541948765	19549.74614558699	9610.255501510384	8127.190617399707	82914.8521473678	35055.30753214707	14867.76319491058	7478.379934151854
HSERMETANA-PWY	4393.650195007482	6297.025589552924	38002.12347774654	27328.917606397463	12936.348053378613	19136.52892849045	13168.842948120422	70610.29809522307	76363.14769418493	6114.880580978429	62635.43426092135	9212.92170414429	127515.16367325556	11882.497730966748	24632.143298551575	66927.8544338119	22846.043855126478	21895.532078837325	9655.762994889346	35071.73520086636	27506.728286547877	13281.51784262901	21566.185288739616	23434.09318436819	6928.255090121578	6993.551128760228	18251.724210448625	16560.069096059215	23538.82602044554	10319.750669837333	19883.21587405732	64339.84636593469	33206.790150092726	29165.74917388653	39214.02089886251	12500.527128275022	113831.61386933089	3024.124148261105	9029.554236023287	7701.035507221464	7642.599889692429	42542.27829107005	7508.598164512347	29482.446531799833	68452.72002045355	10827.462435056594	26637.046902781127	24453.028607691696	18206.364971451392	12600.748670389747	4349.6514475547665	15522.64043769793	18670.851730226717	7364.823952215759	5411.877848921063	37409.63716344632	11183.249167363552	33155.10593477787	16007.159901203637	12582.648197805927	8030.502396333809	18597.473460715475	10391.830187822467	36428.97131174782	30172.10098581678	9970.845328864914	6508.484959248083	7060.64222228477	37441.46520362984	75068.5741876465	24378.848087035793	7072.932761595465	13599.80739182181	37548.80933718863	7541.880699842373	5097.701483613303	22996.009240471787	24817.799669576856	12691.200297367557	13926.165073890628	20190.405022654242	6048.616877279461	48799.76580540784	3010.3993270883193	29261.816307111916	9551.936807732727	26060.192549752574	45585.08684884166	81468.34123943071	18457.319520968314	101039.17610311073	30204.40021512269	80838.5986889072	53970.26277629019	26562.389443268297	8548.072508730105	47470.90121251543	19614.193916692675	19379.68064001025	6716.603839103293	8355.002609309935	3969.1587338622685	27855.96925621581	12767.733986363475	16663.60140253137	3006.7550870127775	7895.303704947894	24379.200678670266	17390.793050513574	32685.39893050558	6737.326619100333	21651.61328298189	6955.296333799023	22533.69830930626	12061.700868926191	21323.045273346717	22259.014549055042	14566.697477495289	6284.444739547486	8738.160916543962	11667.246380196588	10219.995827029068	21914.5335211908	10108.168187016701
ILEUSYN-PWY	6827.8277683519955	10635.432136778565	59111.95614303325	44800.72350073789	24590.027049946006	25010.093252047922	22941.442737668265	103010.55793793147	96266.98189159957	34629.76038859385	88839.32720200173	13790.486344739167	187799.27902816873	20159.506394495354	36525.49546918761	86652.18273356058	36852.31109374633	28770.4995933346	19603.244315871616	36382.618374406426	63891.95169029954	24413.813205659044	46550.29996886607	35410.11415611268	12606.195882922962	14156.190582356614	26924.08307017903	30826.61662768189	37104.54930952571	17432.62771564796	35661.45378328141	89112.90457785976	55605.7445043536	56638.50934775277	49590.796193954026	19871.5174532528	150546.9957789035	4962.811068017417	12869.442813878833	13705.595627555644	14084.999667252227	74948.67185182175	11654.975098522702	58151.55922400804	104748.82792949074	17883.544063330206	41742.54479294905	38124.8867861314	30359.93116955418	34884.671702583306	9032.44254482278	27010.394112413214	34175.56584286355	14247.259763393487	10643.69524727742	46246.55566807026	18942.410693195787	51783.36407096395	24401.22779543499	24139.231967077518	13890.383872573588	33807.3717755026	17523.81674936022	56835.05666099296	50955.55424684995	17366.932587196112	10070.669132454264	13201.847219744437	59895.31931596765	102989.780441972	37295.549963133446	10856.078706265556	23574.06523593477	64230.42963354522	14316.712395950757	9454.595480740996	36399.76331985706	52730.96232704844	21878.059977913937	33102.211628066485	41433.02031366727	11540.342030069007	77424.23224082713	8253.62496847432	37925.00969277001	13683.164852408807	44242.4512473051	79694.99112785955	105143.60669806096	28918.212825200495	146525.4647403335	44790.80512944583	105356.41035904914	83981.13379878648	64827.471354684356	18854.981664697727	71784.86971279675	34840.49042879539	38238.87921611909	33341.98774974614	14118.730473253494	6862.245238231368	48818.3164728992	23969.533759704696	27372.497719650502	5581.396322331719	12981.914774380004	39333.44054089763	40082.15380657211	57910.68183436554	12204.244080267934	35889.07778365779	14299.942270502826	40664.86147223848	56401.54555360461	37374.83795899288	37307.70443387927	25167.82220311359	11979.465775780758	12182.44669573135	104216.85510876283	47277.94594382291	167838.872184753	143785.97544040237
KDO-NAGLIPASYN-PWY	1466.8657507485095	2820.120327745022	20736.896380776772	19471.508138432797	6474.506204914976	10342.48606713605	8931.910491702569	50414.74953978435	48424.212071792266	1803.1555651388833	20771.85111892288	4934.138362119217	87047.98077360024	6831.7193076244	7755.507685317486	27317.25924531256	16001.201652461781	16167.633762887957	4469.807968918102	19694.20063757747	39227.56327040553	8232.255840680442	10081.31655058994	3915.631957513284	3675.9125475678284	3958.0054161720095	9675.39989649129	7445.734694242864	10167.196013711256	2213.2233083815463	11966.695927533783	51687.025883674825	28066.228843234912	15750.520317637563	24676.372406123213	6072.580946593226	5847.727706817374	906.1079166469747	6648.682974901232	3319.8629755176726	2402.4076244580483	44616.61647300777	5262.342907141679	8871.261198544897	54119.67832987914	5757.084600590854	12520.2588726928	11205.539113146078	18906.571112607264	4910.164093904314	1473.4375204571475	5336.973955774425	7783.658237927009	3422.7805410895285	2019.1177144482015	22519.387732408686	3565.766172111451	28280.687136886892	9673.69188589778	8652.377799043381	4610.581263547052	5378.987530812518	8109.791653900139	27448.29023598451	27039.66575093661	5388.334338657804	2708.46023580656	2568.3024287809835	22928.16459416051	61335.83441588734	12337.202051772896	3438.0067993608554	7362.990680506881	17707.687549059945	3093.84245811143	2514.0302358079475	14766.044132503537	11130.49373458348	5256.739836708272	5782.5714050135275	10236.505220116875	2854.43270784626	36424.947244300056	897.1390462006527	21028.6864603756	4008.574814539774	16901.71223580787	20445.94432520268	61429.29082517967	15402.257843194682	75308.75123178304	20309.099751811653	64665.006599064734	18804.05017238461	8459.882419626461	3211.8260862923285	26729.89046753584	8790.251007778566	16260.61724479154	2015.0236393461596	4150.082498637186	935.730191090886	11274.778966159334	6670.129232640023	6344.882517289896	1171.2296519266536	2844.3693509151194	14784.943273181718	8781.301458973061	16066.220226947253	3193.840426782801	11156.499480911996	3396.3048932567262	10151.805042037577	3308.633477434989	13818.786896341582	11638.563226080027	5313.884464234367	2982.367555348635	3983.104185832174	77298.54456768208	32913.79588076873	3206.7720322304503	1883.8003969237818
KETOGLUCONMET-PWY	0.0	93.17153236898584	39.900713620850134	81.41268235758595	133.32047411002134	0.0	469.1724297801646	80.69622206882644	5.997776130467013	0.0	0.0	0.0	3918.6414166196723	3.99694423223835	11.988857076530218	347.2503620543679	47.68873361595889	11.966725820763088	13.975516342841155	1194.7941070692937	39382.058314079055	17.95202487599023	67.28046135125126	24.612508258712065	111.17415504676651	1172.671756820955	0.0	43.86035131454424	120.79149074374797	0.0	0.0	12.63996549991375	195.73476501692906	737.0693406349441	1060.51344271336	3026.530843169182	0.0	0.0	315.05443640117954	33.74398157376033	205.61506101062622	167.12675104142846	71.19340283180334	53.88937784522004	53.206815511163335	0.0	7.994773095160704	2433.0531534448287	11207.646126339236	225.90488614693322	0.0	0.0	0.0	10.627302118941566	0.0	11.990477853073273	0.0	22.562652010374165	0.0	17.98559147015033	49.596774193548384	30.558075035618174	19.97951205920195	9.320501741163428	47.6597755463674	53.755819795679116	439.695764909248	0.0	7.991470465152853	30.098544418680294	11.300212003638592	19.8901907386869	21.885453004965278	27.972517591896054	88.20166246314518	0.0	4335.854467882294	1791.5324080621158	1.9995634931894024	0.0	27.923715669618794	824.3220728585612	0.0	0.0	411.5414165091015	51.65815423514538	15.94427902279336	238.9809289814115	40.5137950734281	0.0	993.3434748142092	678.765697677429	55.32194887805891	108.69184480146944	33.26206183976744	0.0	13.983141699179104	63.75347547815284	2784.996695829984	0.0	3.994662503419334	0.0	3.999158868678373	0.0	3.998771372361714	0.0	3.996804256730036	27.267919172300452	0.0	0.0	27.582614621265364	87.386371812406	397.21063607924924	0.0	23.89542521632093	147.1688024668777	7.988708539167256	11.972881355932204	296.4979013524617	0.0	107.95989152004125	99.91906285141897	1.9985773528805046	673.3361687045898
LACTOSECAT-PWY	3413.7292703375806	1214.0467176991995	28578.500265687042	17500.3444041159	16041.878168225301	7952.509230064595	11535.525406149924	55582.41429348031	30933.958476348635	33649.42111749446	83066.38672976817	6352.776366574475	44690.06213881882	5782.8501226783255	11588.040576096353	26335.854688720025	14857.910348504787	6718.344718766713	11860.913340137202	11093.017560577655	25115.201978424666	11702.011213197107	37821.80647075894	16309.334025508031	6989.3283356141765	9414.967614763678	9677.473292810997	15760.386618227141	16000.45749438306	12241.911787695979	20830.610908510665	20490.683745006343	18598.915370224517	41824.22016712482	14131.418597868245	8050.36796279139	57285.60507190455	2736.3766777507035	2989.1929234763684	7963.45988098063	8283.892667451742	17368.24599918542	3809.6582533968776	32778.20567811188	36052.71720314114	9826.951430358717	22873.982994177546	13386.027281558594	5510.369257293658	27977.3825701421	4663.059118469781	12493.170592234263	20592.184989525216	8217.298921929845	5509.566691005465	12939.678558537218	7632.910143575058	15683.075441139243	9655.227476216702	12551.140139946385	5163.233893511421	16762.433668286933	5368.322986233473	21321.969739590397	16307.134975773452	8358.953470690421	4050.173725104623	8775.204419013171	29525.121511801146	26152.95144327284	18815.61167401843	5351.623880556003	14006.020593888168	28232.86649773465	8997.982509707354	5423.4646796634115	16116.091178521534	35528.134685565135	8827.187659611824	25604.532326312572	19857.450107999364	9375.495410157782	33436.72490893746	7263.196431346583	9739.43847459239	5292.976146283932	23741.38254981265	29978.762092290977	22845.22986522322	9241.711600683524	51544.95623556551	16992.42754482441	25107.648394864376	18088.545822449192	43718.38333267953	10714.55198924274	31986.65690110682	18969.162980222434	18237.665526699406	31315.529808101026	7754.1023447722955	4044.4376191557612	20157.39277255535	14769.384026972039	14985.76763260601	3311.760239300557	6815.088325311845	18000.063625293133	27374.304434001835	35950.42754744626	5842.448874067749	13427.231218562601	9949.446255400602	32246.53695693084	49996.31149426225	18423.755990363064	20670.57902718441	14547.23967781415	7559.946132126899	1634.287360758867	10439.783933473043	3207.2054284428737	151520.5413456587	130635.1921052662
LEU-DEG2-PWY	17.695437201618656	10.432200217255785	668.4445885595651	45.81665765933409	0.0	0.0	970.611067775481	24.99006766717241	54.71726118038174	116.1518703042527	0.0	83.42828909563184	467.11374202166274	148.67270803723443	145.24528789807314	46.38428884953931	145.73171143617577	19.748951596735054	7.462569373410334	80.56726774551468	316.26286292716844	518.001812406072	19.35814691260489	14.1592156131168	32.5276310363586	1029.7242388582583	0.0	183.96664191376476	1159.9386568341974	13.756119859058499	163.32397706250052	516.4739020390543	58.05616711245678	59.35319161264922	236.5944772805812	103.67157226907739	0.0	0.0	1627.1353929810443	768.0218226019504	60.71380043014649	599.4976853277858	1198.6479768601032	112.37008428371809	260.39875979378417	26.86305409978073	0.0	354.8427802960619	159.99368752316886	247.58927707148834	0.0	0.0	0.0	0.0	0.0	338.0836720807248	0.0	24.762653449296426	14.557143842101398	137.47271198028727	1073.4791318649397	538.6084620090421	1646.5874090780103	39.126525840906694	322.54324763868055	439.6404002587101	44.142899867004466	732.2008945825756	253.99560952520798	29.385238597257338	0.0	419.4080490942512	232.3943125062021	133.31352680898047	197.82120052205877	83.50299705312324	1413.356071617527	240.03771970804308	9.216498471234246	14.637643616631678	33.349390355393844	223.8453079720331	19.186407280874782	22.65811250634249	1105.6934491124605	152.1821399590187	61.551160368927604	63.568996841880676	0.0	558.627110654145	244.26864204374266	0.0	29.886428929799973	346.6138366627675	33.55830735528525	93.08902157426111	14.881909956896699	14.641009180512143	104.69274512548856	0.0	0.0	0.0	79.92875275908564	38.165789704522034	0.0	22.17976252281677	68.88120271558417	0.0	0.0	9.804483397288227	85.8412172651305	24.10951602151419	46.570312058895254	9.967168737161682	24.521710182580915	176.5250363185567	0.0	59.14699962834776	0.0	202.5683158223586	0.0	28.399361005692594	0.0	58.10743322818554
LPSSYN-PWY	0.0	595.9079339146249	0.0	0.0	0.0	0.0	2329.1761891940714	0.0	0.0	0.0	0.0	0.0	1481.7617471881476	0.0	0.0	399.4380978512271	0.0	0.0	617.5857555787994	0.0	2999.6937990423708	0.0	0.0	0.0	0.0	723.8451775073153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457.2035946713189	0.0	0.0	0.0	564.5015912201371	0.0	0.0	0.0	0.0	0.0	1002.809322107245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1794.3164036271155	0.0	0.0	1536.3286250768563	0.0	0.0	585.6842930468039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1152.605296723684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	998.3938520802695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764.9702833351331	2740.5554930561498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1732.8139080178853	0.0	0.0	0.0	745.5551406022622	23843.448181013733	10140.93554717229	0.0	0.0
